coming_soon,street_address_1,street_address_2,city,state,station_name,zip,longitude,latitude,amenities,link,chargers_250kW,chargers_150kW,chargers_72kW
False,The Beacon La Costa7710-7770 El Camino Real,,Carlsbad,CA,"Carlsbad, CA Supercharger",92009-8562,-117.266324,33.084093,"restaurants,wifi,restrooms",http://tesla.com/findus/location/supercharger/carlsbadsupercharger,0.0,0.0,26.0
False,,,Castaic,CA,"Castaic, CA Supercharger",not available,-118.616072,34.452692,"restaurants,beverage",http://tesla.com/findus/location/supercharger/CastaicCASupercharger,,,
False,Los Cerritos Center239 Los Cerritos Center,,Cerritos,CA,"Cerritos, CA Supercharger",90703-5422,-118.091532,33.864724,"restaurants,wifi,shopping,beverage,restrooms",http://tesla.com/findus/location/supercharger/cerritoscaliforniasupercharger,0.0,0.0,12.0
False,Target1951 East 20th Street,,Chico,CA,"Chico, CA Supercharger",95928,-121.802832,39.726617,"restaurants,shopping,restrooms",http://tesla.com/findus/location/supercharger/chicocaliforniasupercharger,0.0,18.0,0.0
True,,,Chino Hills,CA,,,,,,http://tesla.com/findus/location/supercharger/ChinoHillsCASupercharger2,,,
False,,,Chino Hills,CA,"Chino Hills, CA Supercharger",not available,-117.731178,34.002241,"restaurants,wifi,shopping,beverage,restrooms",http://tesla.com/findus/location/supercharger/chinohillsupercharger,,,
True,,,Chowchilla,CA,,,,,,http://tesla.com/findus/location/supercharger/ChowchillaCASupercharger,,,
True,,,Chula Vista,CA,,,,,,http://tesla.com/findus/location/supercharger/ChulaVistaCASupercharger,,,
False,Eastlake Village Marketplace910 Eastlake Parkway,,Chula Vista,CA,"Chula Vista, CA Supercharger",91914,-116.967639,32.64921,"restaurants,wifi,shopping,restrooms",http://tesla.com/findus/location/supercharger/chulavistacaliforniasupercharger,16.0,0.0,0.0
False,Seasons Place18558 Gale Avenue,,City of Industry,CA,"City of Industry, CA - Gale Avenue Supercharger",91748,-117.899717,33.994487,"restaurants,wifi,beverage,restrooms",http://tesla.com/findus/location/supercharger/IndustryCAsupercharger,20.0,0.0,0.0
False,The Trading Post870 Herndon Avenue,,Clovis,CA,"Clovis, CA Supercharger",93612,-119.699077,36.836997,"restaurants,shopping,beverage,restrooms",http://tesla.com/findus/location/supercharger/ClovisCAsupercharger,12.0,0.0,0.0
True,,,Coalinga,CA,,,,,,http://tesla.com/findus/location/supercharger/CoalingaCAsupercharger,,,
False,Citadel Outlets100 Citadel Drive,,Commerce,CA,"Commerce, CA Supercharger",90040,-118.149783,34.007148,"restaurants,wifi,shopping,lodging,beverage,restrooms",http://tesla.com/findus/location/supercharger/CommerceCAsupercharger,20.0,0.0,0.0
True,,,Compton,CA,,,,,,http://tesla.com/findus/location/supercharger/ComptonCASupercharger,,,
False,Willows Shopping Center1975 Diamond Boulevard,,Concord,CA,"Concord, CA - Diamond Blvd Supercharger",94520,-122.058611,37.969792,"restaurants,wifi,shopping,lodging,restrooms",http://tesla.com/findus/location/supercharger/ConcordCAsupercharger,16.0,0.0,0.0
False,The Veranda2001 Diamond Blvd.,,Concord,CA,"Concord, CA Supercharger",94520,-122.058569,37.970182,"restaurants,wifi,shopping,restrooms",http://tesla.com/findus/location/supercharger/concordcaliforniasupercharger,0.0,19.0,0.0
False,Copperopolis Town Square100 Town Square Road,,Copperopolis,CA,"Copperopolis, CA Supercharger",95228,-120.653296,37.972834,"restaurants,beverage,restrooms",http://tesla.com/findus/location/supercharger/CopperopolisCAsupercharger,12.0,0.0,0.0
False,Rabobank Corning950 Hwy 99 W,,Corning,CA,"Corning, CA Supercharger",96021-2706,-122.1984,39.92646,"restaurants,wifi,restrooms",http://tesla.com/findus/location/supercharger/corningsupercharger,0.0,6.0,2.0
False,Target Superstore2615 Tuscany Street,,Corona,CA,"Corona, CA Supercharger",92881-4631,-117.515537,33.826525,"restaurants,wifi,shopping,restrooms",http://tesla.com/findus/location/supercharger/coronacasupercharger,0.0,0.0,20.0
False,The Village at Corte Madera1618 Redwood Highway,,Corte Madera,CA,"Corte Madera, CA Supercharger",94925,-122.514787,37.928225,"restaurants,wifi,shopping,restrooms",http://tesla.com/findus/location/supercharger/cortemaderasupercharger,0.0,0.0,10.0
True,,,Costa Mesa,CA,,,,,,http://tesla.com/findus/location/supercharger/CostaMesaCAsupercharger,,,
False,Holiday Market20635  Gas Point Road,,Cottonwood,CA,"Cottonwood, CA Supercharger",96022,-122.287832,40.389169,"restaurants,shopping,beverage,restrooms",http://tesla.com/findus/location/supercharger/CottonwoodCASupercharger,12.0,0.0,0.0
False,Crescent City Downtown Parking1000 Front Street,,Crescent City,CA,Crescent City Supercharger,95531-4307,-124.1944,41.752393,"restaurants,wifi,shopping,restrooms",http://tesla.com/findus/location/supercharger/crescentcitysupercharger,0.0,6.0,0.0
False,Westfield Culver City6000 Sepulveda Blvd.,,Culver City,CA,Culver City Supercharger,90230-6421,-118.390162,33.986765,"restaurants,wifi,shopping,beverage,restrooms",http://tesla.com/findus/location/supercharger/culvercitysupercharger,0.0,16.0,0.0
False,,,Culver City,CA,"Culver City, CA Supercharger",not available,-118.38816818,34.02679405,"shopping,restrooms",http://tesla.com/findus/location/supercharger/CulverCityCASupercharger2,,,
False,Target20745 Stevens Creek Boulevard,,Cupertino,CA,"Cupertino, CA - Stevens Creek Boulevard Supercharger",95014,-122.036974,37.324798,"restaurants,wifi,shopping,restrooms",http://tesla.com/findus/location/supercharger/cupertinocastevenscreekblvdsupercharger,28.0,0.0,0.0
False,Main Street Cupertino19500 Vallco Parkway,,Cupertino,CA,"Cupertino, CA Supercharger",95014-0000,-122.009041,37.324431,"restaurants,wifi,shopping,lodging,restrooms",http://tesla.com/findus/location/supercharger/cupertinosupercharger,0.0,10.0,0.0
True,,,Daly City,CA,,,,,,http://tesla.com/findus/location/supercharger/DalyCityCASupercharger,,,
False,Serramonte Center3 Serramonte Center,,Daly City,CA,"Daly City, CA Supercharger",94015,-122.471969,37.673992,"restaurants,wifi,shopping,restrooms",http://tesla.com/findus/location/supercharger/dalycitysupercharger,0.0,0.0,40.0
